PublicationYear,DocumentType,Author,DocumentName,tag,content
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,recommendation.reform,Recommendationconsiderations: The Committee recommends that a three-tiered Emergency Department system be adopted nationally. Within this system, the three tiers would be as follows: Regional Emergency Departments would be located in major regional hospitals and would serve a catchment population of about 250,000. Each of these hospitals would function as the major trauma receiving hospital for the region. The Regional Emergency Department would provide resuscitation, stabilisation and initial treatment for all emergencies.
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,recommendation.health_service_system,Recommendationconsiderations: The Committee recommends that a three-tiered Emergency Department system be adopted nationally. Within this system, the three tiers would be as follows: Regional Emergency Departments would be located in major regional hospitals and would serve a catchment population of about 250,000. Each of these hospitals would function as the major trauma receiving hospital for the region. The Regional Emergency Department would provide resuscitation, stabilisation and initial treatment for all emergencies.
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,recommendation.hospital_capacity,Recommendationconsiderations: The Committee recommends that a three-tiered Emergency Department system be adopted nationally. Within this system, the three tiers would be as follows: Regional Emergency Departments would be located in major regional hospitals and would serve a catchment population of about 250,000. Each of these hospitals would function as the major trauma receiving hospital for the region. The Regional Emergency Department would provide resuscitation, stabilisation and initial treatment for all emergencies.
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,recommendation.health_service_system,Recommendationconsiderations: HOSPITAL EMERGENCY SERVICE COMMITTEE The Committee recommends that a Hospital Emergency Service Committee be established in each hospital. It should be chaired by the consultant in charge of emergency services in that hospital and supported by an appropriate administrative structure including a designated Hospital Emergency Service Manager. The committee should comprise acute medical, acute surgical, paediatric, obstetric, psychiatric, anaesthetic, radiology and pathology staff, together with nursing, health  social care professionals, ambulance staff and general practitioners
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,recommendation.reform,Recommendationconsiderations: HOSPITAL EMERGENCY SERVICE COMMITTEE The Committee recommends that a Hospital Emergency Service Committee be established in each hospital. It should be chaired by the consultant in charge of emergency services in that hospital and supported by an appropriate administrative structure including a designated Hospital Emergency Service Manager. The committee should comprise acute medical, acute surgical, paediatric, obstetric, psychiatric, anaesthetic, radiology and pathology staff, together with nursing, health  social care professionals, ambulance staff and general practitioners
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,recommendation.goverance,Recommendationconsiderations: HOSPITAL EMERGENCY SERVICE COMMITTEE The Committee recommends that a Hospital Emergency Service Committee be established in each hospital. It should be chaired by the consultant in charge of emergency services in that hospital and supported by an appropriate administrative structure including a designated Hospital Emergency Service Manager. The committee should comprise acute medical, acute surgical, paediatric, obstetric, psychiatric, anaesthetic, radiology and pathology staff, together with nursing, health  social care professionals, ambulance staff and general practitioners
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,recommendation.health_service_system,Emergency services extend beyond the Emergency Department, into the hospital and the community. Hospitals play a central role in this continuum. There is a need for a defined management structure to be established within each hospital so that each hospital can act as the focal point for local emergency services.
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,recommendation.community_healthcare,Emergency services extend beyond the Emergency Department, into the hospital and the community. Hospitals play a central role in this continuum. There is a need for a defined management structure to be established within each hospital so that each hospital can act as the focal point for local emergency services.
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,recommendation.goverance,Emergency services extend beyond the Emergency Department, into the hospital and the community. Hospitals play a central role in this continuum. There is a need for a defined management structure to be established within each hospital so that each hospital can act as the focal point for local emergency services.
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,recommendation.staffing,Each Regional Emergency Department would be staffed by a number of consultants in emergency medicine (one of whom should have a special interest in paediatric emergency medicine) and a multi-professional team. Each Regional Emergency Department would be led by a Director who would be one of the consultants in emergency medicine Staffing the Hospital Emergency Services The committee recommends the following clinical management structure for hospital emergency services. Regional Co-ordinator of Emergency Services: Each health board should have a Regional Co-ordinator of Emergency Services who would advise the health board on the operation and organisation of emergency services and would be responsible for the development and implementation of agreed protocols across the regional emergency service including each hospital in the health board area. The Regional Emergency Service Co-ordinator would also function as the Director of the Regional Emergency Department where heshe would be based. Director of the Regional Emergency Department: Each Regional Emergency Department would be led by a Director who would be one of the Consultants in Emergency Medicine. The post could rotate between different consultants in the Emergency Department or be filled from a competitive appointment process. It is envisaged that the Director of the Regional Emergency Department would have overall clinical and administrative responsibility for the Emergency Department. All staff in the department would be responsible to the Director on operational matters. Consultants in Emergency Medicine: Consultants in Emergency Medicine treat patients of all ages with emergency medical problems and injuries, covering the breadth of medicine. They deal with episodic and emergency care, referring longer-term acute care, elective procedures and the follow-up of chronic problems to others. The large majority of the sessional commitment of a Consultant in Emergency Medicine should be to clinical as distinct from administrative duties or legal work. His or her clinical duties centre on the stabilisation of patients in order to ensure that all life-threatening causes of illness and injury are investigated. The Consultant in Emergency Medicine is responsible for ensuring that the patient is admitted to the most appropriate service to further explore the problem if such is required. Depending on the number of consultant posts in Emergency Medicine in a service, different rosters and cover arrangements will apply. All Consultants in Emergency Medicine, other than the Regional Directors, should have a majority clinical commitment.
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,issue:staffing,The Committee notes that 75 of patients attend Emergency Departments between the hours of 8am and 8pm. Having regard to the recommendations of the Forum on Medical Manpower, the Hanly Report and the remit of the National Taskforce on Medical Staffing the committees recommendations aim to put in place structures which facilitate the onsite presence of Consultants in Emergency Medicine in Regional Emergency Departments between the hours of 8am and 8pm, 7 days a week, 365 days a year. The Committee is aware of the industrial relations issues which will need to be resolved to support some of these recommendations Consultants in Emergency Medicine play a key clinical and managerial role in Emergency Departments. The appointment of additional consultants should contribute to improvements in patient care and the flow of patients through the Emergency Department. However, appointing additional Consultants in Emergency Medicine without ensuring changes in the organisation of Emergency Departments and hospital emergency care will have limited impact. In summary, staffing of the Hospital Emergency Service will involve:  Consultants in Emergency Medicine where appropriate (including one with a special interest in paediatric emergency medicine)  Consultants in Medicine, Surgery and Paediatrics participating in the clinical governance of the Hospital Emergency Service. Increases in consultant staffing or 105 revised sessional commitments may be required. This particularly applies to smaller hospitals with low attendances in the Emergency Department.  NCHDs in emergency medicine and in a number of other specialties  ideally in accredited training positions  Nursing staff  some of whom may be Advanced Nurse Practitioners (Emergency)  Administrative and clerical staff  including a Manager for the Hospital Emergency Service  Essential support staff
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,recommendation.staffing,staffing of the Hospital Emergency Service will involve:  Consultants in Emergency Medicine where appropriate (including one with a special interest in paediatric emergency medicine)  Consultants in Medicine, Surgery and Paediatrics participating in the clinical governance of the Hospital Emergency Service. Increases in consultant staffing or 105 revised sessional commitments may be required. This particularly applies to smaller hospitals with low attendances in the Emergency Department.  NCHDs in emergency medicine and in a number of other specialties  ideally in accredited training positions  Nursing staff  some of whom may be Advanced Nurse Practitioners (Emergency)  Administrative and clerical staff  including a Manager for the Hospital Emergency Service  Essential support staff
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,issue:staffing,Mid-Western Health Board (population 317,069) There are 4 acute general hospitals in the Mid-Western Health Board area:- Mid-Western Regional Hospital, Limerick  with 53,403 new Emergency Department attendances in 2000; Our Ladys Hospital Ennis  with 15,249; Nenagh  with 7,414; and St Johns Hospital with 12,901. There is 1 existing post of Consultant in Emergency Medicine in the Mid-Western Health Board area, based in Mid-Western Regional Hospital, Limerick.
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,recommendation.staffing,The Committee took into account the plan for the development of emergency services in the region presented by the MWHB and recommends that a Regional Emergency Service be established in the Mid-Western area. The Director of the Regional Emergency Department, who would also be the Regional Co-ordinator, would be based in the Regional Emergency Department at the Mid-Western Regional Hospital, Limerick, formerly known as Limerick Regional. The Committee recommends that 2 additional posts of Consultant in Emergency Medicine be approved for the Mid-Western Regional Emergency Department  based in Mid-Western Regional Hopsital. This would lead - initially - to a total of 3 posts with sessional commitments to Ennis, Nenagh and St. Johns hospitals. The Committee also recommends that in the event of:  The putting in place of the internal Emergency Department processes and systems detailed in this report  The development of Hospital Emergency Services and a Regional Emergency Service along the lines set out in this report  Resolution of a number of industrial relations issues which would enable on-site rostering of consultants at busy times in the Emergency Department that 2 additional posts of Consultant in Emergency Medicine be approved for the Mid Western Emergency Service  each post to be based in the Mid-Western Regional Hospital, Limerick - contributing to a total of 5 posts in the Mid-Western region.
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,recommendation.staffing,he implementation of the first phase will involve the creation of 34 permanent posts of Consultant in Emergency Medicine nationally  5 more than the 29 detailed in the Winter Initiative. The Committee recommends that funding be made available for these additional posts.
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,issue:capacity,Access to inpatient beds in general hospitals is influenced by the lack of alternative facilities for the elderly and facilities for young chronically sick patients. The Committee agrees with the ERHA (Final Report of the Review of Accident  Emergency Services in the Eastern Region Eastern Regional Health Authority, 2001) proposals in this area and notes that the Health Strategy (1) has made substantial reference to the further development of services for older people  in terms of acute care, rehabilitation, day care, continuing care and enhanced community services.
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,issue:hospital_capacity,Access to inpatient beds in general hospitals is influenced by the lack of alternative facilities for the elderly and facilities for young chronically sick patients. The Committee agrees with the ERHA (Final Report of the Review of Accident  Emergency Services in the Eastern Region Eastern Regional Health Authority, 2001) proposals in this area and notes that the Health Strategy (1) has made substantial reference to the further development of services for older people  in terms of acute care, rehabilitation, day care, continuing care and enhanced community services.
2001,Review,Deloitte,ULHG_Patient_Flow_Report_2022,recommendation.staffing,Recommendation/considerations: ➢ Patient Flow at Pre-Admission A review of the AMU / ASAU referral process and ED pathways should be conducted to align with national guidance. The current model of referrals to the AMU and ASAU should be reviewed and realigned with national guidance to re-introduce access for GPs to the assessment maintain referrals from the ED following assessment by the ED team. Staffing in the ED, AMU and ASAU will be required to implement this recommendation
2001,Review,Deloitte,ULHG_Patient_Flow_Report_2022,recommendation.hospital_capacity,Recommendation/considerations: ➢ Patient Flow at Pre-Admission A review of the AMU / ASAU referral process and ED pathways should be conducted to align with national guidance. The current model of referrals to the AMU and ASAU should be reviewed and realigned with national guidance to re-introduce access for GPs to the assessment maintain referrals from the ED following assessment by the ED team. Staffing in the ED, AMU and ASAU will be required to implement this recommendation. A range of ED avoidance measure have been identified in the recommendations section of this document including consultant assisted triage in the ED, documentation of ED avoidance pathways for NCHDs, improving OPD access and providing AMU access for GPs. All of these measures could help with increasing demand… ➢ Patient Flow at Post-Admission A number of measures have been identified to improve timely discharge including speciality cohorting on wards, Increased nursing involvement in ward rounds & care planning, implementation of criteria led discharging for common conditions, streamlining ward rounds and increasing HSCP staffing on wards. Implementation of some of these measures could be considered immediately, others such as speciality cohorting will require reduced inpatient occupancy rates through additional bed capacity to be successful. Renewed measures to reduce DTOCs such as focus on discharge planning from admission and streamlined access to rehab beds could help to reduce bed days lost due to DTOCs... For information: Hospital capacity (including inpatient bed capacity, ED capacity and surge capacity) Recommendation/considerations: As described in the findings there is a requirement for an 302 additional inpatient beds and 63 day beds. There are a number of options for how this additional capacity could be configured including additional bed capacity on the UHL site, a standalone model 3 hospital, an elective only facility or a combination of the above. We would recommend a detailed options appraisal to arrive at the option that would deliver maximal benefits. There are a set of recommendations outlined in this document that could deliver benefits in terms of admission avoidance and improved egress. The total quantum of bed savings that could be realised from these benefits is estimated to be 30 beds. This means that there remains a large gap between capacity and demand even if significant efficiencies can be gained ➢ Patient Flow at Post-Admission Bed capacity needs to be increased to meet demand. To address the immediate demand of circa 87 beds would be required to bring the occupancy rate to 80%. By 2036 202 additional beds are required and an additional 100 replacement beds, a total of 302 inpatient beds. There are a number of options for how these beds could be configured including additional beds, a detailed options appraisal is required to arrive at the most appropriate solution Governance Recommendation/considerations: The implementation plan should therefore be accompanied by a structured and robust project and change management plan that is adequately resourced and funded, as the staff across the hospital are already working in high pressure and full-time roles so new change resources will be required to support it. We would recommend that a formal programme structure be established to manage the implementation plan with dedicated project management and project support resources including a dedicated PM with acute hospital operations experience and clinical leadership involvement. We would also recommend a more detailed review of staffing, leadership & culture to be undertaken and for any recommendations arising from this review to be incorporated into the overall implementation plan. It would also be beneficial to seek patient feedback and to better understand the patient experience and to identify the key challenges from the perspective of the patient. ➢ Leadership & Governance It is recommended that the role of the Head of Operational Service for the UHL site which has been recently recruited be embedded into the governance structure to take on additional operational responsibility from the Directorates and allow for them to play more of a strategic role. It is also recommended that the CDs are supported to have additional capacity through a strengthened and formalised ACD role and provision of admin support for them in their role. The reporting and escalation requirements from the Directorates need to be clarified and clearly communicated to reduce duplication of escalation and drive autonomy at Directorate level. The culture of ULHG is mixed with evident staff fatigue following a difficult number of years. It is recommended that a targeted programme of staff engagement (such as that being initiated by the HR Director) strive to address staff issues or concerns where this is possible and also to celebrate successes and share future development plans with staff. The development of a transformation office including Change and PMO would further support the Strategy function with the implementation of key strategic initiatives. Finally, the QPS department has developed a detailed future org structure which requires funding for key posts. Given the strong role this department plays in driving quality and patient safety it is recommended that funding be provided for these posts. For information: Community healthcare (including GPs, and nursing homes) Recommendation/considerations: ➢ Integrated Community and Hospital Services The impact of enhanced community services on inpatient admissions has not been quantified as the proposed impact of the measures is not yet clear nor is the timeline for these benefits to be seen. To date implementation of initiatives such as the ICPOP hubs has not been correlated with a reduction in ED attendances. There are challenges nationally in accessing primary care and solutions to address this at a national level would be beneficial. In addition, ramping up and increasing throughput in existing funded community services would be useful. It would also be beneficial to evaluate the impact of increased community services on demand for acute services. For information: Staffing (including workforce planning, recruitment and retention) Recommendation/considerations: ➢ Patient Flow at Pre-Admission …ED staffing needs to be increased to manage the increased demand, particularly Consultants and NCHDs. ➢ Patient Flow at Post-Admission … Similar to the ED, additional staffing is required on the wards particularly HSCP staffing and bed management resources. For information: Funding Not identified Other Recommendation/considerations: ➢ Improve technology to improve efficiency & quality of care While this is largely outside of the control of ULHG and Midwest Community Healthcare locally, it is recommended that the eHealth systems across the hospital and CHO are upgraded to a fit-for-purpose single electronic healthcare record to improve visibility, efficiency and quality of care as has been demonstrated in numerous studies internationally. The lack of a single patient record is having significant impacts on patient flow. Interim measures as also recommended such as implementation of order comms and upgrading the ICT infrastructure. For information: Impact Estimated impact: Adjustments based on recommendations • • Review AMU pathway: opportunity to reduce the emergency admissions by 10% (2,625), these admissions are likely to be associated with a shorter ALOS (1 day) equating to a potential bed saving of 8 beds • Admission avoidance measures: 30% of emergency admissions have an ALOS of 1 day. Implementation of admission avoidance measures could have an impact on these admissions. Assuming a further 50% of these 1 day admissions could be prevented there would be an additional saving of 8 beds. • Timely discharges: Implementation of the measures described in this document to improve timeliness of discharges could be expected to reduce the ALOS by 3 hours. If this was achieved it would save 10 beds • DTOCs: Earlier and improved discharge planning and use of standardised processes for accessing step down and rehab beds could reduce the ALOS of medically discharged DTOCs. If there was a reduction by 2 days from 15 days to 13 days this would save 4 beds per year.
2001,Review,Deloitte,ULHG_Patient_Flow_Report_2022,recommendation.hospital_capacity,Patient Flow at Pre-Admission A review of the AMU / ASAU referral process and ED pathways should be conducted to align with national guidance. The current model of referrals to the AMU and ASAU should be reviewed and realigned with national guidance to re-introduce access for GPs to the assessment maintain referrals from the ED following assessment by the ED team.
2002,Review,Deloitte,ULHG_Patient_Flow_Report_2022,recommendation.community_healthcare,Patient Flow at Pre-Admission A review of the AMU / ASAU referral process and ED pathways should be conducted to align with national guidance. The current model of referrals to the AMU and ASAU should be reviewed and realigned with national guidance to re-introduce access for GPs to the assessment maintain referrals from the ED following assessment by the ED team.
2002,Review,Deloitte,ULHG_Patient_Flow_Report_2022,issue:hospital_capacity,By 2036 202 additional beds are required and an additional 100 replacement beds, a total of 302 inpatient beds. There are a number of options for how these beds could be configured including additional beds, a detailed options appraisal is required to arrive at the most appropriate solution
2002,Review,Deloitte,ULHG_Patient_Flow_Report_2022,recommendation.goverance,The implementation plan should therefore be accompanied by a structured and robust project and change management plan that is adequately resourced and funded, as the staff across the hospital are already working in high pressure and full-time roles so new change resources will be required to support it. We would recommend that a formal programme structure be established to manage the implementation plan with dedicated project management and project support resources including a dedicated PM with acute hospital operations experience and clinical leadership involvement. We would also recommend a more detailed review of staffing, leadership & culture to be undertaken and for any recommendations arising from this review to be incorporated into the overall implementation plan. It would also be beneficial to seek patient feedback and to better understand the patient experience and to identify the key challenges from the perspective of the patient.
2002,Review,Deloitte,ULHG_Patient_Flow_Report_2022,recommendation.goverance,Leadership & Governance It is recommended that the role of the Head of Operational Service for the UHL site which has been recently recruited be embedded into the governance structure to take on additional operational responsibility from the Directorates and allow for them to play more of a strategic role. It is also recommended that the CDs are supported to have additional capacity through a strengthened and formalised ACD role and provision of admin support for them in their role. The reporting and escalation requirements from the Directorates need to be clarified and clearly communicated to reduce duplication of escalation and drive autonomy at Directorate level. The culture of ULHG is mixed with evident staff fatigue following a difficult number of years. It is recommended that a targeted programme of staff engagement (such as that being initiated by the HR Director) strive to address staff issues or concerns where this is possible and also to celebrate successes and share future development plans with staff. The development of a transformation office including Change and PMO would further support the Strategy function with the implementation of key strategic initiatives. Finally, the QPS department has developed a detailed future org structure which requires funding for key posts. Given the strong role this department plays in driving quality and patient safety it is recommended that funding be provided for these posts.
2002,Review,Deloitte,ULHG_Patient_Flow_Report_2022,recommendation.staffing,ecommendation/considerations: ➢ Patient Flow at Pre-Admission …ED staffing needs to be increased to manage the increased demand, particularly Consultants and NCHDs. ➢ Patient Flow at Post-Admission … Similar to the ED, additional staffing is required on the wards particularly HSCP staffing and bed management resources.
2002,Review,Deloitte,ULHG_Patient_Flow_Report_2022,impact.hospital_capacity,ULHG has put a significant focus on addressing these waiting lists and a total of five initiatives are now in place within the UL Hospital Group and are designed to target both the longest waiters and urgent time critical patients. The initiatives are a mix of virtual and face to face consultations, procedures and diagnostics and are supported by numerous specialities across the Hospital Group. These include: � Advanced Clinical Prioritisation (ACP) initiative has delivered 8,047 virtual consultations and is expected to achieve 13,600 by year end. � The National Treatment Purchase Fund (NTPF) initiative is on target to achieve over 4,500 consultations across ten specialities by year end. � The Scheduled Care Transformation Programme (SCTP) was introduced this year and is a once off funding initiative providing out of hours consultations for additional activity within the Hospital Group. It is supported by twelve specialties and since starting in April of this year, has delivered 4,048 consultations and procedures. � Safety Net Agreement (SNA) initiative has delivered 6,802 consultations and procedures to date and is due to cease on the 20th of the month. � Access to Care was introduced in July of this year and will provide additional support to patients, including inpatient and day cases.

